epoch,train_loss,test_loss,auc,f1,accuracy,precision,recall
1,0.5886069818975169,0.741668062550681,0.6857187603,0.18320129934701182,0.50716,0.5346295221512866,0.11054
2,0.5352756014862972,0.71335789865377,0.75790610345,0.3766801287309901,0.60489,0.8917314012548551,0.23877
3,0.5245749068544994,0.5826333925432089,0.79516428975,0.5637583892617449,0.666875,0.8165007112375533,0.4305
4,0.5116706760059851,0.5521300088386146,0.7888411010499999,0.6909284378853574,0.68921,0.687129124139568,0.69477
5,0.5070466278152661,0.6248923521869036,0.76276606975,0.4251832880261808,0.616215,0.8465690513822205,0.28388
6,0.49587980217901106,0.5787095500498401,0.75371045865,0.6577428078595254,0.685505,0.721427122002459,0.60439
7,0.48854770778389106,0.5839245909330796,0.7967902157,0.7406455146393227,0.65905,0.5976234026098378,0.97366
8,0.48426598340984905,0.8358915588077234,0.6962915950499999,0.11165848655776134,0.51493,0.662141615986099,0.06097
9,0.47397123261930185,0.6866533172373869,0.72148429635,0.4679008680920076,0.632535,0.8476875049188068,0.32313
10,0.4718896840212695,0.6294943672053668,0.77351299485,0.4806027389419155,0.63704,0.8446506714953976,0.33585
11,0.4656308168233865,0.9301800533216826,0.7212209722,0.46778478195315976,0.62936,0.8293111348709332,0.32577
12,0.45897277894687327,0.968115548090059,0.65875874805,0.13830456105053263,0.52032,0.6792835715546144,0.07699
13,0.4573788585923231,0.5177706997005307,0.8363608545500001,0.7731928592332455,0.75975,0.732222361292399,0.81902
14,0.4541000198992446,0.754038429381896,0.7337962201499999,0.36483093773399305,0.56738,0.6860195461321849,0.24849
15,0.4493590917806983,0.7098881279935643,0.7417132569,0.7273865390962583,0.640705,0.5860091813219392,0.95867
16,0.44409330631685745,0.5934615366312922,0.8086181437500001,0.5229613899885387,0.660785,0.8808536845346662,0.37187
17,0.4408781227398244,0.5640244611671993,0.8018715719,0.637629026328441,0.679655,0.733910552698392,0.56368
18,0.43740128250252264,1.175098444734301,0.6517202379,0.16429229569778156,0.52836,0.7203231821006837,0.09272
19,0.4361771186464069,0.9125107234838058,0.65205113775,0.2647924522298061,0.5379,0.6474363961720999,0.16643
20,0.434540194964653,0.7130017724572396,0.69508124265,0.46903507599682087,0.622545,0.7905493515423098,0.33343
