epoch,train_loss,test_loss,auc,f1,accuracy,precision,recall
1,0.5893454116359099,1.830502644485357,0.7110826727666667,0.6523511840606042,0.6236933333333333,0.6061866880329652,0.7061266666666667
2,0.5389450871903742,1.7873787004120496,0.7854937207333335,0.7043666320995841,0.616565,0.5731278113413509,0.91356
3,0.5259447077435438,2.0657034777865118,0.7271938824611112,0.701221499099753,0.6103116666666667,0.5685786104612247,0.9145833333333333
4,0.5149369098424098,1.721649283049058,0.7882756992166666,0.6486778348050624,0.7061166666666666,0.8062594104128695,0.5426233333333333
5,0.5074990458862774,2.0922314986890678,0.6957636539555555,0.3637524675083796,0.599795,0.8867773399651185,0.22880333333333333
6,0.5009666352752126,2.0375172070094516,0.7471025021222222,0.4758421045101415,0.6336433333333333,0.8358829147328385,0.33258666666666664
7,0.4916049520717139,1.5640452692703324,0.831824552488889,0.6996367558880114,0.723405,0.765409609497824,0.6442733333333334
8,0.48441708443921583,1.8629450761542028,0.795544902238889,0.4972999639672755,0.653545,0.9057993357588998,0.34273333333333333
9,0.47983669949879826,1.977237774401295,0.6451914710611111,0.6024133457257326,0.5822066666666667,0.5746216270189474,0.63303
10,0.4723505124500587,1.66020867228508,0.8157007047555557,0.7152033289464038,0.72806,0.7506943579296042,0.6829166666666666
11,0.4667154848575592,1.7921983210407957,0.8113961254277777,0.46417838340043355,0.6395483333333334,0.904,0.3122566666666667
12,0.46198942962360057,1.9548651351004231,0.7252182319722221,0.40163819868025674,0.60041,0.7991835842835009,0.26821666666666666
13,0.45801549875288694,2.5635011415092315,0.7074135244222223,0.3128380700958352,0.5835283333333333,0.8937229947364286,0.18960333333333335
14,0.4526839496332631,1.7504239228306984,0.7384348779111112,0.6359155066679646,0.6883133333333333,0.7644231219283876,0.5443966666666666
15,0.45120530161027617,1.5607538697670917,0.8281917878555556,0.6559738762965809,0.71941,0.8476003886694409,0.5350166666666667
16,0.4462183180929451,2.0192959971573887,0.7495891472611111,0.5239420587602462,0.657055,0.8563196224788439,0.37744
17,0.4428630094886233,1.69826809058384,0.8022124662666668,0.6006138528866831,0.6913883333333334,0.8508944013591723,0.4641033333333333
18,0.4375532735329846,1.9268097591643432,0.8032940364777778,0.535006605019815,0.6644266666666667,0.8708760638777782,0.3861
19,0.4367208372000541,1.7035393909532197,0.8155986212499999,0.5705626116426182,0.6802566666666666,0.8685275797680219,0.42482
20,0.4335322829643614,2.036902596755904,0.7698735083722222,0.553871909146438,0.67133,0.8618883334506794,0.40804666666666667
