epoch,train_loss,test_loss,auc,f1,accuracy,precision,recall
1,0.16799819217708736,0.404204003208754,0.9811863266499999,0.9314680606708645,0.93078,0.9223002117480982,0.94082
2,0.11363389325223278,0.18412472596582102,0.9851144679,0.9445518091083875,0.944195,0.9385508505533781,0.95063
3,0.0972223220577419,4.220149069872438,0.9854097370499999,0.9412034406801623,0.94101,0.9381271235271911,0.9443
4,0.08660597494030975,3.0498822172533493,0.9848343438499999,0.9445317111726981,0.94456,0.9450139141924764,0.94405
5,0.07922718595115805,10.966075839436783,0.9852420542,0.9452518575532113,0.945585,0.9510745776095078,0.9395
6,0.07435244986781081,2.691486319793122,0.9848339453999999,0.948135271331461,0.948385,0.9527449337116431,0.94357
7,0.06816466811268809,7.357460507780922,0.9863900292,0.9524307475742798,0.95269,0.9576786978060864,0.94724
8,0.0647620826120466,3.315358936862678,0.9873583156000001,0.956810097878382,0.956955,0.9600418810216553,0.9536
9,0.061203961562581434,0.3416661915122246,0.9869453611,0.9525564994390127,0.95264,0.9542389210019268,0.95088
10,0.05908650225950182,10.45468301151176,0.9861795808,0.9525991809251024,0.952835,0.9573859906065351,0.94786
11,0.0563381595390852,8.203303229367854,0.986524305,0.9539143530447748,0.953945,0.9545495509027005,0.95328
12,0.0539142652430632,3.956750587845335,0.98649334425,0.9573182693903831,0.957575,0.9631466542506352,0.95156
13,0.05216250569899741,5.611629003468825,0.9865433717999998,0.9548471975334679,0.95504,0.9589595142517096,0.95077
14,0.049883604850683605,3.0155971818888676,0.98729474705,0.9555850331623076,0.955635,0.9566624906038587,0.95451
15,0.04895534700755373,2.5873307591038093,0.9871936603000001,0.9568007899284128,0.957125,0.9640910060000609,0.94962
16,0.046909316458799734,8.6589576523675,0.9863084203,0.9574642517641496,0.957715,0.9631758431912245,0.95182
17,0.04600703646349419,2.9009005733746656,0.9864441510999999,0.9577648999959757,0.95802,0.9636205360757956,0.95198
18,0.04410819374279154,3.517825597250948,0.9874834391999999,0.9571660943430327,0.95734,0.9610840020970278,0.95328
19,0.04345164039893769,0.2991411982446301,0.9879750604,0.9578218208591907,0.957895,0.9594894283162574,0.95616
20,0.04251531888524217,2.50738826272439,0.9867622983,0.9508901851382197,0.95159,0.9648378795676789,0.93734
