epoch,train_loss,test_loss,auc,f1,accuracy,precision,recall
1,0.5865110004314383,0.6599754338361778,0.7315964179000001,0.44208793064625085,0.60357,0.7459393996960486,0.31413
2,0.5376221519281433,0.5554020362240928,0.80781875995,0.5738843976599329,0.662395,0.7778024872983561,0.45468
3,0.5227797265345733,1.0875472292608144,0.6109066128999999,0.03987818746024709,0.50186,0.5493892724375996,0.02069
4,0.5090340424723185,0.6555271416294332,0.7568205217999999,0.7220842936864963,0.625,0.573587415963171,0.97433
5,0.5026384441518946,0.6060605146447007,0.7532258289,0.6093611357586513,0.66541,0.7319785706271738,0.52193
6,0.49335967375556766,0.6478052267006466,0.7280577541,0.45551336894498656,0.626425,0.8396604067596249,0.31253
7,0.48597541461625604,0.6849432459899357,0.6853101616999999,0.45567801359332116,0.62119,0.8092686163425713,0.31712
8,0.48332431759850564,0.6504883188374189,0.78778325695,0.4237940085075572,0.61801,0.8621271633730208,0.28095
9,0.4752720408268756,0.5637021861514266,0.80140276435,0.5928322423695233,0.6753,0.7946614670880119,0.47276
10,0.4704757449773391,0.6502377098920394,0.75802787875,0.4530480306901604,0.628595,0.8591136306515121,0.30764
11,0.4642962641480026,0.5843350120953151,0.8023748334,0.486414993457247,0.63499,0.8203217692563238,0.3457
12,0.4590281796333326,0.5604736780633732,0.8596084417000001,0.7623439567622722,0.70187,0.6337844285979376,0.95633
13,0.45329399249252605,0.8047366488953026,0.7132489555999999,0.10237825176824264,0.513305,0.6576235043241322,0.05551
14,0.4505843721559023,0.6162500174678102,0.773085654,0.524063670411985,0.64419,0.7911752827140549,0.39179
15,0.4469179423595858,0.6833834751528136,0.6919291713,0.47961554328394934,0.640495,0.8680866671906521,0.33134
16,0.4426988837255146,0.9260552330892913,0.6290145862500001,0.14655594421154752,0.520565,0.6664777786772444,0.08233
17,0.43830499449687604,0.5238708646929994,0.8460067319,0.7578880688140496,0.709525,0.6497131138755707,0.90928
18,0.4362884954177479,1.1314003102633419,0.6386263463999999,0.11041499921802408,0.516515,0.6898494079779285,0.06001
19,0.43389322997766955,0.6423651922722252,0.72545852875,0.587693016824153,0.67798,0.8166678528218632,0.459
20,0.4332439950301786,0.5962519968042568,0.8564518839,0.5309591656255702,0.66586,0.8904609444889119,0.37825
